Loan ID,Dealer ID,Date of Disburement,Loan Amount,Final Repayment Date,Hub,Repayment Date,Actual Interest (IDR)  for Repayment Tranche 1,Renewal Fee (0.5%),Dealer Repayed Amount,Repayment Tranche 2 Payment Date,Interest on Pending Amount ,Renewal Fee (0.5%),Actual Payment Received ,Repayment Tranche 3 Due Date,Interest on Pending Amount ,Actual Payment Received ,Repayment Tranche 3 Due Date,Interest on Pending Amount ,Actual Payment Received ,Repayment Tranche 3 Due Date,Interest on Pending Amount ,Actual Payment Received ,,Date Anchor 1,Date Anchor 2,Date Anchor 3,Date Anchor 4,Date Anchor 5,,Tranche 1,Tranche 2,Tranche 3,Tranche 4,Tranche 5,,Reversal 1,Reversal 2,Reversal 3,Reversal 4,Reversal 5,,Repossession,Financier,Lender,RBH
SFA15950,GCD-20622,2025-09-11,133000000,2025-12-09,Yogyakarta,2025-10-10,2660000,388500,3048500,2025-11-10,2748667,388500,3137167,2025-12-09,2571333,135571333,,,,,,,,2025-10-10,2025-11-10,2025-12-09,,,,0,0,133000000,,,,0,0,0,,,,,Modalku,csi,Rajdeep Dutta
SFA15932,GCD-13507,2025-09-11,177500000,2025-10-27,Jabodetabek,2025-10-10,3550000,388500,3938500,2025-10-27,2011667,0,179511667,,,,,,,,,,,2025-10-10,2025-10-27,,,,,0,177500000,,,,,0,0,,,,,,Modalku,csi,Rajdeep Dutta
SFA15939,GCD-20132,2025-09-11,100000000,2025-10-01,Surabaya,2025-10-01,1400000,0,101400000,,,,,,,,,,,,,,,2025-10-01,,,,,,100000000,,,,,,0,,,,,,,Modalku,csi,Rajdeep Dutta
SFA15951,GCD-25072,2025-09-11,84000000,2025-10-28,Batam,2025-10-13,1848000,388500,2236500,2025-10-28,840000,0,84840000,,,,,,,,,,,2025-10-13,2025-10-28,,,,,0,84000000,,,,,0,0,,,,,,Modalku,csi,Rajdeep Dutta
SFA15954,GCD-25072,2025-09-11,42000000,2025-09-15,Batam,2025-09-15,196000,0,42196000,,,,,,,,,,,,,,,2025-09-15,,,,,,42000000,,,,,,0,,,,,,,Modalku,finsso,Rajdeep Dutta
SFA15955,GCD-17052,2025-09-11,30999900,2025-11-13,Pekanbaru,2025-10-10,619998,388500,1008498,2025-11-13,702664,0,31702564,,,,,,,,,,,2025-10-10,2025-11-13,,,,,0,30999900,,,,,0,0,,,,,,Modalku,csi,Rajdeep Dutta
SFA15897,GCD-20777,2025-09-11,40199900,2025-11-14,Surabaya,2025-10-13,884398,388500,1272898,2025-11-11,777198,388500,1165698,2025-11-14,80400,40280300,,,,,,,,2025-10-13,2025-11-11,2025-11-14,,,,0,0,40199900,,,,0,0,0,,,,,Modalku,finsso,Rajdeep Dutta
SFA15937,GCD-3724,2025-09-12,97499900,2025-12-08,Surabaya,2025-10-13,2547997,388500,2936497,2025-11-10,2229498,388500,2617998,2025-12-08,2229498,99729398,,,,,,,,2025-10-13,2025-11-10,2025-12-08,,,,0,0,97499900,,,,0,0,0,,,,,Modalku,csi,Rajdeep Dutta
SFA15916,GCD-21031,2025-09-12,31800000,2025-11-10,Jabodetabek,2025-10-10,753130,0,753130,2025-11-10,805070,0,32605070,,,,,,,,,,,2025-10-10,2025-11-10,,,,,0,31800000,,,,,0,0,,,,,,BSS,csi,Bursa OTO
SFA15793,GCD-20987,2025-09-12,169000000,2025-12-11,Serang,2025-10-15,3830667,388500,4219167,2025-11-12,3154667,388500,3543167,2025-12-11,3267333,172267333,,,,,,,,2025-10-15,2025-11-12,2025-12-11,,,,0,0,169000000,,,,0,0,0,,,,,Modalku,csi,Rajdeep Dutta
SFA15946,GCD-2670,2025-09-12,84999900,2025-09-16,Jabodetabek,2025-09-16,396666,0,85396566,,,,,,,,,,,,,,,2025-09-16,,,,,,84999900,,,,,,0,,,,,,,Modalku,csi,Rajdeep Dutta
SFA15944,GCD-2670,2025-09-12,95000000,2025-09-16,Jabodetabek,2025-09-16,443333,0,95443333,,,,,,,,,,,,,,,2025-09-16,,,,,,95000000,,,,,,0,,,,,,,Modalku,csi,Rajdeep Dutta
SFA15949,GCD-25270,2025-09-12,100000000,2025-10-24,Bali,2025-10-13,2133333,388500,2521833,2025-10-24,733333,0,100733333,,,,,,,,,,,2025-10-13,2025-10-24,,,,,0,100000000,,,,,0,0,,,,,,Modalku,csi,Rajdeep Dutta
SFA15961,GCD-20977,2025-09-12,335000000,2025-09-26,Medan,2025-09-26,3350000,0,338350000,,,,,,,,,,,,,,,2025-09-26,,,,,,335000000,,,,,,0,,,,,,,Modalku,finsso,Rajdeep Dutta
SFA15959,GCD-20830,2025-09-12,109000000,2026-04-16,Jabodetabek,2025-10-21,2906667,388500,3295167,2026-04-16,12862000,0,105000000,,,,,,,,,,,2025-10-21,2026-04-16,,,,,0,92138000,,,,,0,0,,,,,2026-03-18,Modalku,finsso,Rajdeep Dutta
SFA15948,GCD-20711,2025-09-12,88299900,2025-09-30,Pekanbaru,2025-09-30,1370120,0,89670020,,,,,,,,,,,,,,,2025-09-30,,,,,,88299900,,,,,,0,,,,,,,Modalku,finsso,Bursa OTO
SFA15958,GCD-3347,2025-09-12,102999900,2025-09-23,Jabodetabek,2025-09-23,988799,0,103988699,,,,,,,,,,,,,,,2025-09-23,,,,,,102999900,,,,,,0,,,,,,,Modalku,finsso,Rajdeep Dutta
SFA15964,GCD-5146,2025-09-12,125000000,2025-09-30,Palembang,2025-09-30,1583333,0,126583333,,,,,,,,,,,,,,,2025-09-30,,,,,,125000000,,,,,,0,,,,,,,Modalku,csi,Etrisno
SFA15969,GCD-13869,2025-09-12,100000000,2025-09-25,Jabodetabek,2025-09-25,933333,0,100933333,,,,,,,,,,,,,,,2025-09-25,,,,,,100000000,,,,,,0,,,,,,,Modalku,csi,Rajdeep Dutta
SFA15953,GCD-20821,2025-09-12,132000000,2025-12-11,Jabodetabek,2025-10-13,2816000,388500,3204500,2025-11-11,2552000,388500,2940500,2025-12-11,2640000,134640000,,,,,,,,2025-10-13,2025-11-11,2025-12-11,,,,0,0,132000000,,,,0,0,0,,,,,Modalku,csi,Rajdeep Dutta
SFA15965,GCD-7829,2025-09-12,160000000,2026-01-27,Semarang,2026-01-27,14720000,0,120000000,,,,,,,,,,,,,,,2026-01-27,,,,,,105280000,,,,,,0,,,,,,2025-10-21,Modalku,csi,Rajdeep Dutta
SFA15957,GCD-8241,2025-09-12,81000000,2025-11-07,Jabodetabek,2025-10-13,2116800,388500,2505300,2025-11-07,1653750,0,82653750,,,,,,,,,,,2025-10-13,2025-11-07,,,,,0,81000000,,,,,0,0,,,,,,BSS,csi,Rajdeep Dutta
SFA15967,GCD-8241,2025-09-12,95000000,2025-10-21,Jabodetabek,2025-10-13,2482667,388500,2871167,2025-10-21,620667,0,95620667,,,,,,,,,,,2025-10-13,2025-10-21,,,,,0,95000000,,,,,0,0,,,,,,BSS,csi,Rajdeep Dutta
SFA15972,GCD-8241,2025-09-12,67000000,2025-12-11,Jabodetabek,2025-10-13,1750933,388500,2139433,2025-11-11,1586783,388500,1975283,2025-12-11,1641500,68641500,,,,,,,,2025-10-13,2025-11-11,2025-12-11,,,,0,0,67000000,,,,0,0,0,,,,,BSS,csi,Rajdeep Dutta
SFA15977,GCD-20372,2025-09-12,130000000,2025-12-10,Surabaya,2025-10-11,3120000,1,3120001,2025-11-10,3120000,721500,3841500,2025-12-10,3120000,133120000,,,,,,,,2025-10-11,2025-11-10,2025-12-10,,,,0,0,130000000,,,,0,0,0,,,,,Modalku,finsso,Rajdeep Dutta
SFA15970,GCD-2754,2025-09-12,105000000,2026-03-14,Jabodetabek,2025-10-13,2744000,388500,3132500,2025-11-03,1800750,388500,2189250,2026-03-14,0,52500000,,,,,,,,2025-10-13,2025-11-03,2026-03-14,,,,0,0,52500000,,,,0,0,0,,,,,Modalku,finsso,Rajdeep Dutta
SFA15975,GCD-25074,2025-09-12,32999900,2025-11-11,Jabodetabek,2025-10-13,703998,388500,1092498,2025-11-11,637998,0,33637898,,,,,,,,,,,2025-10-13,2025-11-11,,,,,0,32999900,,,,,0,0,,,,,,Modalku,csi,Rajdeep Dutta
SFA15976,GCD-20899,2025-09-12,90000000,2025-09-22,Surabaya,2025-09-22,792000,0,90792000,,,,,,,,,,,,,,,2025-09-22,,,,,,90000000,,,,,,0,,,,,,,Modalku,finsso,Rajdeep Dutta
SFA15960,GCD-4432,2025-09-12,105000000,2025-09-15,Jabodetabek,2025-09-15,600250,0,105600250,,,,,,,,,,,,,,,2025-09-15,,,,,,105000000,,,,,,0,,,,,,,Modalku,csi,Rajdeep Dutta
SFA15979,GCD-20385,2025-09-12,170000000,2025-11-24,Surabaya,2025-10-11,4165000,0,4165000,2025-11-11,4303833,0,4303833,2025-11-24,1804833,171804833,,,,,,,,2025-10-11,2025-11-11,2025-11-24,,,,0,0,170000000,,,,0,0,0,,,,,Modalku,csi,Bursa OTO
SFA15983,GCD-20899,2025-09-12,95000000,2025-09-17,Surabaya,2025-09-17,532000,0,95532000,,,,,,,,,,,,,,,2025-09-17,,,,,,95000000,,,,,,0,,,,,,,Modalku,csi,Rajdeep Dutta
SFA15986,GCD-20417,2025-09-12,84999900,2025-09-25,Jabodetabek,2025-09-25,951999,0,85951899,,,,,,,,,,,,,,,2025-09-25,,,,,,84999900,,,,,,0,,,,,,,Modalku,csi,Rajdeep Dutta
SFA15978,GCD-20981,2025-09-12,90000000,2025-10-03,Palembang,2025-10-03,1320000,0,91320000,,,,,,,,,,,,,,,2025-10-03,,,,,,90000000,,,,,,0,,,,,,,Modalku,csi,Rajdeep Dutta
SFA15992,GCD-20804,2025-09-12,39999900,2025-11-24,Pekanbaru,2025-10-12,991998,1,991999,2025-11-24,1195998,221999,41417897,,,,,,,,,,,2025-10-12,2025-11-24,,,,,0,39999900,,,,,0,0,,,,,,Modalku,csi,Rajdeep Dutta
SFA15982,GCD-25219,2025-09-12,181000000,2025-12-10,Surabaya,2025-10-13,3861333,388500,4249833,2025-11-10,3378667,388500,3767167,2025-12-10,3620000,184620000,,,,,,,,2025-10-13,2025-11-10,2025-12-10,,,,0,0,181000000,,,,0,0,0,,,,,Modalku,csi,Rajdeep Dutta
SFA15991,GCD-16579,2025-09-12,60000000,2025-12-11,Yogyakarta,2025-10-13,1536000,1,1536001,2025-11-12,1440000,333000,1773000,2025-12-11,1392000,61392000,,,,,,,,2025-10-13,2025-11-12,2025-12-11,,,,0,0,60000000,,,,0,0,0,,,,,Modalku,csi,Rajdeep Dutta
SFA15984,GCD-20899,2025-09-12,84999900,2025-09-29,Surabaya,2025-09-29,1223999,0,86223899,,,,,,,,,,,,,,,2025-09-29,,,,,,84999900,,,,,,0,,,,,,,Modalku,csi,Rajdeep Dutta
SFA15989,GCD-25423,2025-09-12,70000000,2025-12-11,Medan,2025-10-13,1493333,388500,1881833,2025-11-10,1306667,388500,1695167,2025-12-11,1446667,71446667,,,,,,,,2025-10-13,2025-11-10,2025-12-11,,,,0,0,70000000,,,,0,0,0,,,,,Modalku,csi,Rajdeep Dutta
SFA15994,GCD-21103,2025-09-12,61810000,2025-10-13,Jabodetabek,2025-10-13,1318613,0,63128613,,,,,,,,,,,,,,,2025-10-13,,,,,,61810000,,,,,,0,,,,,,,Modalku,finsso,Rajdeep Dutta
SFA15999,GCD-25088,2025-09-12,69000000,2025-12-18,Batam,2025-12-18,5522300,0,53000000,,,,,,,,,,,,,,,2025-12-18,,,,,,47477700,,,,,,0,,,,,,2025-11-03,Modalku,csi,Rajdeep Dutta
SFA16000,GCD-17052,2025-09-12,56999900,2025-12-11,Pekanbaru,2025-10-11,1139998,388500,1528498,2025-11-13,1253998,388500,1642498,2025-12-11,1063998,58063898,,,,,,,,2025-10-11,2025-11-13,2025-12-11,,,,0,0,56999900,,,,0,0,0,,,,,Modalku,finsso,Rajdeep Dutta
SFA16002,GCD-20992,2025-09-12,140000000,2025-10-17,Medan,2025-10-14,3696000,1,3696001,2025-10-17,336000,0,140336000,,,,,,,,,,,2025-10-14,2025-10-17,,,,,0,140000000,,,,,0,0,,,,,,Modalku,finsso,Rajdeep Dutta
SFA15993,GCD-25438,2025-09-12,123000000,2025-12-13,Batam,2025-10-14,2706000,388500,3094500,2025-11-10,2214000,388500,2602500,2025-12-13,2706000,125706000,,,,,,,,2025-10-14,2025-11-10,2025-12-13,,,,0,0,123000000,,,,0,0,0,,,,,Modalku,finsso,Rajdeep Dutta
SFA15997,GCD-20367,2025-09-12,100000000,2025-09-23,Semarang,2025-09-23,800000,0,100800000,,,,,,,,,,,,,,,2025-09-23,,,,,,100000000,,,,,,0,,,,,,,Modalku,finsso,Rajdeep Dutta
SFA15985,GCD-21121,2025-09-12,135000000,2025-11-10,Jabodetabek,2025-10-12,3417750,388500,3806250,2025-11-08,2976750,388500,3365250,2025-11-10,220500,135220500,,,,,,,,2025-10-12,2025-11-08,2025-11-10,,,,0,0,135000000,,,,0,0,0,,,,,Modalku,csi,Rajdeep Dutta
SFA16004,GCD-25195,2025-09-12,111000000,2026-03-25,Batam,2025-10-17,3263400,388500,3651900,2025-11-12,2356900,388500,2745401,2026-03-25,12056450,88000000,,,,,,,,2025-10-17,2025-11-12,2026-03-25,,,,0,1,75943550,,,,0,0,0,,,,2026-01-10,Modalku,finsso,Rajdeep Dutta
SFA15988,GCD-271,2025-09-12,140400000,2025-10-03,Jabodetabek,2025-10-03,2059200,0,142459200,,,,,,,,,,,,,,,2025-10-03,,,,,,140400000,,,,,,0,,,,,,,Modalku,finsso,Rajdeep Dutta
SFA16001,GCD-20447,2025-09-12,93500000,2025-12-08,Yogyakarta,2025-10-11,1870000,388500,2258500,2025-11-10,1870000,388500,2258500,2025-12-08,1745333,95245333,,,,,,,,2025-10-11,2025-11-10,2025-12-08,,,,0,0,93500000,,,,0,0,0,,,,,Modalku,finsso,Etrisno
SFA16005,GCD-20175,2025-09-12,147999900,2025-12-03,Jabodetabek,2025-10-10,2861331,388500,3249831,2025-11-11,3157331,388500,3545831,2025-12-03,2170665,150170565,,,,,,,,2025-10-10,2025-11-11,2025-12-03,,,,0,0,147999900,,,,0,0,0,,,,,Modalku,finsso,Rajdeep Dutta
SFA16006,GCD-21131,2025-09-12,149999900,2025-09-25,Surabaya,2025-09-25,1399999,0,151399899,,,,,,,,,,,,,,,2025-09-25,,,,,,149999900,,,,,,0,,,,,,,Modalku,finsso,Rajdeep Dutta
SFA15998,GCD-19155,2025-09-12,90000000,2025-12-15,Jabodetabek,2025-10-13,1920000,388500,2308500,2025-11-12,1740000,388500,2128500,2025-12-15,1980000,91980000,,,,,,,,2025-10-13,2025-11-12,2025-12-15,,,,0,0,90000000,,,,0,0,0,,,,,Modalku,csi,Rajdeep Dutta
SFA16003,GCD-19682,2025-09-12,119999900,2025-10-08,Jabodetabek,2025-10-08,2591998,0,122591898,,,,,,,,,,,,,,,2025-10-08,,,,,,119999900,,,,,,0,,,,,,,Modalku,finsso,Rajdeep Dutta
SFA15770,GCD-3736,2025-09-13,70000000,2025-12-12,Jabodetabek,2025-10-13,1772167,388500,2160667,2025-11-13,1772167,388500,2160667,2025-12-12,1657833,71657833,,,,,,,,2025-10-13,2025-11-13,2025-12-12,,,,0,0,70000000,,,,0,0,0,,,,,Modalku,finsso,Rajdeep Dutta
SFA15962,GCD-25437,2025-09-13,199999900,2025-11-12,Jabodetabek,2025-11-12,8133329,0,175000000,,,,,,,,,,,,,,,2025-11-12,,,,,,166866671,,,,,,0,,,,,,2025-10-28,Modalku,finsso,Rajdeep Dutta
SFA15996,GCD-7546,2025-09-13,46999900,,Surabaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Modalku,finsso,Etrisno
SFA15987,GCD-15794,2025-09-13,100000000,2025-10-27,Jabodetabek,2025-10-13,2066667,388500,2455167,2025-10-27,933333,0,100933333,,,,,,,,,,,2025-10-13,2025-10-27,,,,,0,100000000,,,,,0,0,,,,,,Modalku,finsso,Rajdeep Dutta
SFA16012,GCD-25438,2025-09-13,126999900,2025-09-19,Batam,2025-09-19,592666,0,127592566,,,,,,,,,,,,,,,2025-09-19,,,,,,126999900,,,,,,0,,,,,,,Modalku,finsso,Rajdeep Dutta
SFA16014,GCD-20607,2025-09-13,150999900,2025-10-25,Jabodetabek,2025-10-13,3120665,388500,3509165,2025-10-25,1207999,0,152207899,,,,,,,,,,,2025-10-13,2025-10-25,,,,,0,150999900,,,,,0,0,,,,,,Modalku,finsso,Rajdeep Dutta
SFA16016,GCD-21121,2025-09-13,164999900,2025-12-11,Jabodetabek,2025-10-13,4177247,388500,4565747,2025-11-13,4177247,388500,4565747,2025-12-11,3772998,168772898,,,,,,,,2025-10-13,2025-11-13,2025-12-11,,,,0,0,164999900,,,,0,0,0,,,,,Modalku,finsso,Rajdeep Dutta
SFA16022,GCD-2754,2025-09-13,84000000,2026-01-26,Jabodetabek,2025-10-13,2126600,388500,2515100,2025-11-11,1989400,388500,2377900,2026-01-26,5213600,76000000,,,,,,,,2025-10-13,2025-11-11,2026-01-26,,,,0,0,70786400,,,,0,0,0,,,,2025-12-17,Modalku,finsso,Rajdeep Dutta
SFA16020,GCD-25228,2025-09-13,146000000,2025-12-02,Batam,2025-10-11,2822667,388500,3211167,2025-11-11,3017333,388500,3405833,2025-12-02,2044000,148044000,,,,,,,,2025-10-11,2025-11-11,2025-12-02,,,,0,0,146000000,,,,0,0,0,,,,,Modalku,finsso,Rajdeep Dutta
SFA16023,GCD-16579,2025-09-13,230000000,2025-12-11,Yogyakarta,2025-10-13,5704000,1,5704001,2025-11-12,5520000,1276500,6796500,2025-12-11,5336000,235336000,,,,,,,,2025-10-13,2025-11-12,2025-12-11,,,,0,0,230000000,,,,0,0,0,,,,,Modalku,finsso,Rajdeep Dutta
SFA16021,GCD-20161,2025-09-13,74999900,2025-10-14,Surabaya,2025-10-14,1919997,0,76919897,,,,,,,,,,,,,,,2025-10-14,,,,,,74999900,,,,,,0,,,,,,,Modalku,finsso,Rajdeep Dutta
SFA16010,GCD-3250,2025-09-13,119000000,2025-09-17,Jabodetabek,2025-09-17,666400,0,119666400,,,,,,,,,,,,,,,2025-09-17,,,,,,119000000,,,,,,0,,,,,,,Modalku,finsso,Rajdeep Dutta
SFA16025,GCD-20790,2025-09-13,104000000,2025-10-03,Surabaya,2025-10-03,1456000,0,105456000,,,,,,,,,,,,,,,2025-10-03,,,,,,104000000,,,,,,0,,,,,,,Modalku,finsso,Rajdeep Dutta
SFA16026,GCD-20285,2025-09-13,49999900,2025-09-17,Semarang,2025-09-17,279999,0,50279899,,,,,,,,,,,,,,,2025-09-17,,,,,,49999900,,,,,,0,,,,,,,Modalku,finsso,Rajdeep Dutta
SFA16027,GCD-9017,2025-09-13,189999900,2025-12-13,Bali,2025-10-13,4810164,388500,5198664,2025-11-12,4654998,388500,5043498,2025-12-13,4810164,194810064,,,,,,,,2025-10-13,2025-11-12,2025-12-13,,,,0,0,189999900,,,,0,0,0,,,,,Modalku,csi,Rajdeep Dutta
SFA16011,GCD-25440,2025-09-15,165000000,2025-12-09,Serang,2025-10-14,3300000,388500,3688500,2025-11-13,3300000,388500,3688501,2025-12-09,2860000,167859999,,,,,,,,2025-10-14,2025-11-13,2025-12-09,,,,0,1,164999999,,,,0,0,0,,,,,Modalku,finsso,Rajdeep Dutta
SFA16015,GCD-1415,2025-09-15,49000000,2025-10-15,Jabodetabek,2025-10-15,1012667,0,50012667,,,,,,,,,,,,,,,2025-10-15,,,,,,49000000,,,,,,0,,,,,,,Modalku,finsso,Rajdeep Dutta
SFA16017,GCD-25025,2025-09-15,200000000,2025-12-15,Semarang,2025-10-14,4000000,388500,4388500,2025-11-14,4133333,388500,4521833,2025-12-15,4133000,204133000,,,,,,,,2025-10-14,2025-11-14,2025-12-15,,,,0,0,200000000,,,,0,0,0,,,,,Modalku,csi,Rajdeep Dutta
SFA16019,GCD-2331,2025-09-15,87500000,2025-10-11,Jabodetabek,2025-10-11,1575000,0,89075000,,,,,,,,,,,,,,,2025-10-11,,,,,,87500000,,,,,,0,,,,,,,Modalku,csi,Rajdeep Dutta
SFA16031,GCD-2331,2025-09-15,75600000,2025-09-26,Jabodetabek,2025-09-26,604800,0,76204800,,,,,,,,,,,,,,,2025-09-26,,,,,,75600000,,,,,,0,,,,,,,Modalku,finsso,Rajdeep Dutta
SFA16035,GCD-15012,2025-09-15,49500000,2025-12-15,Yogyakarta,2025-10-15,1023000,388500,1411500,2025-11-14,990000,388500,1378501,2025-12-15,1023000,50522999,,,,,,,,2025-10-15,2025-11-14,2025-12-15,,,,0,1,49499999,,,,0,0,0,,,,,Modalku,csi,Rajdeep Dutta
SFA16047,GCD-25320,2025-09-15,125000000,2025-12-09,Batam,2025-10-14,2500000,388500,2888500,2025-11-15,2666667,388500,3055167,2025-12-09,2000000,127000000,,,,,,,,2025-10-14,2025-11-15,2025-12-09,,,,0,0,125000000,,,,0,0,0,,,,,Modalku,csi,Rajdeep Dutta
SFA16028,GCD-25022,2025-09-15,149999900,2025-11-26,Semarang,2025-10-13,3552498,388500,3940998,2025-11-14,3919997,388500,4308497,2025-11-26,1469999,151469899,,,,,,,,2025-10-13,2025-11-14,2025-11-26,,,,0,0,149999900,,,,0,0,0,,,,,Modalku,csi,Rajdeep Dutta
SFA16039,GCD-21151,2025-09-15,72000000,2025-09-19,Palembang,2025-09-19,336000,0,72336000,,,,,,,,,,,,,,,2025-09-19,,,,,,72000000,,,,,,0,,,,,,,Modalku,csi,Rajdeep Dutta
SFA16040,GCD-21151,2025-09-15,55000000,2025-10-27,Palembang,2025-10-14,1100000,388500,1488500,2025-10-27,476667,0,55476667,,,,,,,,,,,2025-10-14,2025-10-27,,,,,0,55000000,,,,,0,0,,,,,,Modalku,csi,Rajdeep Dutta
SFA16018,GCD-18423,2025-09-15,147000000,2025-10-27,Jabodetabek,2025-10-15,3038000,388500,3426500,2025-10-27,1176000,0,148176000,,,,,,,,,,,2025-10-15,2025-10-27,,,,,0,147000000,,,,,0,0,,,,,,Modalku,csi,Rajdeep Dutta
SFA16033,GCD-17566,2025-09-15,121500000,2025-10-28,Jabodetabek,2025-10-15,2511000,388500,2899500,2025-10-28,1053000,0,122553000,,,,,,,,,,,2025-10-15,2025-10-28,,,,,0,121500000,,,,,0,0,,,,,,Modalku,csi,Rajdeep Dutta
SFA16024,GCD-25270,2025-09-15,200000000,2025-11-12,Bali,2025-10-15,4133333,388500,4521833,2025-11-12,3733333,0,203733333,,,,,,,,,,,2025-10-15,2025-11-12,,,,,0,200000000,,,,,0,0,,,,,,Modalku,csi,Rajdeep Dutta
SFA16045,GCD-16579,2025-09-15,119999900,2025-12-01,Yogyakarta,2025-10-15,2975998,1,2975999,2025-11-15,2975998,665999,3641997,2025-12-01,1535999,121535899,,,,,,,,2025-10-15,2025-11-15,2025-12-01,,,,0,0,119999900,,,,0,0,0,,,,,Modalku,csi,Rajdeep Dutta
SFA16046,GCD-16579,2025-09-15,174000000,2025-11-05,Yogyakarta,2025-10-15,4315200,1,4315201,2025-11-05,2923200,0,176923200,,,,,,,,,,,2025-10-15,2025-11-05,,,,,0,174000000,,,,,0,0,,,,,,Modalku,csi,Rajdeep Dutta
SFA16050,GCD-20899,2025-09-15,55000000,2025-09-29,Surabaya,2025-09-29,660000,0,55660000,,,,,,,,,,,,,,,2025-09-29,,,,,,55000000,,,,,,0,,,,,,,Modalku,csi,Rajdeep Dutta
SFA16053,GCD-20769,2025-09-15,84999900,2025-12-13,Palembang,2025-10-14,1699998,388500,2088498,2025-11-12,1643331,388500,2031832,2025-12-13,1756665,86756564,,,,,,,,2025-10-14,2025-11-12,2025-12-13,,,,0,1,84999899,,,,0,0,0,,,,,Modalku,finsso,Etrisno
SFA16042,GCD-25079,2025-09-15,119999900,2025-12-15,Palembang,2025-10-14,2399998,388500,2788498,2025-11-18,2799998,388500,3188498,2025-12-15,2159998,122159898,,,,,,,,2025-10-14,2025-11-18,2025-12-15,,,,0,0,119999900,,,,0,0,0,,,,,Modalku,finsso,Rajdeep Dutta
SFA16009,GCD-25440,2025-09-15,130000000,2025-12-26,Serang,2025-10-15,2686667,388500,3075167,2025-11-13,2513333,388500,2901834,2025-12-26,3726667,133726666,,,,,,,,2025-10-15,2025-11-13,2025-12-26,,,,0,1,129999999,,,,0,0,0,,,,,Modalku,finsso,Rajdeep Dutta
SFA16048,GCD-20446,2025-09-15,142999900,2025-10-07,Yogyakarta,2025-10-07,2631198,0,145631098,,,,,,,,,,,,,,,2025-10-07,,,,,,142999900,,,,,,0,,,,,,,Modalku,csi,Rajdeep Dutta
SFA16049,GCD-20446,2025-09-15,95625000,2025-12-13,Yogyakarta,2025-10-15,2371500,1,2371501,2025-11-14,2295000,530719,2825719,2025-12-13,2218500,97843500,,,,,,,,2025-10-15,2025-11-14,2025-12-13,,,,0,0,95625000,,,,0,0,0,,,,,Modalku,finsso,Rajdeep Dutta
SFA16043,GCD-12685,2025-09-15,44999900,2025-11-18,Yogyakarta,2025-10-15,929998,388500,1318498,2025-11-14,899998,388500,1288498,2025-11-18,120000,45119900,,,,,,,,2025-10-15,2025-11-14,2025-11-18,,,,0,0,44999900,,,,0,0,0,,,,,Modalku,finsso,Etrisno
SFA16055,GCD-20662,2025-09-15,75884700,2025-09-26,Jabodetabek,2025-09-26,743670,0,76628370,,,,,,,,,,,,,,,2025-09-26,,,,,,75884700,,,,,,0,,,,,,,Modalku,csi,Bursa OTO
SFA16044,GCD-3347,2025-09-15,179999900,2025-09-29,Jabodetabek,2025-09-29,2159999,0,182159899,,,,,,,,,,,,,,,2025-09-29,,,,,,179999900,,,,,,0,,,,,,,Modalku,csi,Rajdeep Dutta
SFA16036,GCD-8585,2025-09-15,90000000,2025-09-24,Pekanbaru,2025-09-24,600000,0,90600000,,,,,,,,,,,,,,,2025-09-24,,,,,,90000000,,,,,,0,,,,,,,Modalku,csi,Rajdeep Dutta
SFA16059,GCD-25070,2025-09-15,58999900,2025-10-10,Jabodetabek,2025-10-10,1022665,0,60022565,,,,,,,,,,,,,,,2025-10-10,,,,,,58999900,,,,,,0,,,,,,,Modalku,csi,Rajdeep Dutta
SFA16056,GCD-13232,2025-09-15,109999900,2025-09-25,Semarang,2025-09-25,806666,0,110806566,,,,,,,,,,,,,,,2025-09-25,,,,,,109999900,,,,,,0,,,,,,,Modalku,csi,Rajdeep Dutta
SFA16058,GCD-20783,2025-09-15,143500000,2025-09-30,Semarang,2025-09-30,1875067,0,145375067,,,,,,,,,,,,,,,2025-09-30,,,,,,143500000,,,,,,0,,,,,,,Modalku,csi,Bursa OTO
SFA16064,GCD-20735,2025-09-15,87300000,2025-12-10,Medan,2025-10-18,2424030,388500,2812530,2025-12-10,3778635,388500,91467135,,,,,,,,,,,2025-10-18,2025-12-10,,,,,0,87300000,,,,,0,0,,,,,,Modalku,csi,Rajdeep Dutta
SFA15971,GCD-20691,2025-09-15,98000000,2025-11-17,Palembang,2025-10-15,2025333,388500,2413833,2025-11-17,2156000,0,100156000,,,,,,,,,,,2025-10-15,2025-11-17,,,,,0,98000000,,,,,0,0,,,,,,Modalku,csi,Rajdeep Dutta
SFA16067,GCD-20622,2025-09-15,79999900,2025-10-08,Yogyakarta,2025-10-08,1279998,0,81279898,,,,,,,,,,,,,,,2025-10-08,,,,,,79999900,,,,,,0,,,,,,,Modalku,csi,Rajdeep Dutta
SFA16075,GCD-21151,2025-09-15,65000000,2025-09-24,Palembang,2025-09-24,433333,0,65433333,,,,,,,,,,,,,,,2025-09-24,,,,,,65000000,,,,,,0,,,,,,,Modalku,csi,Rajdeep Dutta
