UCF Code,RBH,Date of Onboarding,Modalku,Akseleran,BSS,Danabijak
GCD-20994,Rajdeep Dutta,2025-02-07,2025-02-07,,,2026-01-24
GCD-20385,Bursa OTO,2025-02-07,2025-02-07,,,
GCD-21002,Rajdeep Dutta,2025-02-07,2025-02-07,,,2026-02-16
GCD-20995,Rajdeep Dutta,2025-02-08,2025-02-08,,,
GCD-20997,Rajdeep Dutta,2025-02-08,2025-02-08,,,2026-01-26
GCD-20999,Rajdeep Dutta,2025-02-10,2025-02-10,,,2026-02-11
GCD-21000,Rajdeep Dutta,2025-02-10,2025-02-10,,,
GCD-19717,Etrisno,2025-02-10,2025-02-10,,,
GCD-21015,Rajdeep Dutta,2025-02-10,2025-02-10,,,
GCD-20680,Bursa OTO,2025-02-10,2025-02-10,,,
GCD-18734,Rajdeep Dutta,2025-02-11,2025-02-11,,,
GCD-21008,Rajdeep Dutta,2025-02-11,2025-02-11,,,
GCD-20996,Rajdeep Dutta,2025-02-11,2025-02-11,,,
GCD-14969,Rajdeep Dutta,2025-02-11,2025-02-11,,,
GCD-20516,Rajdeep Dutta,2025-02-12,2025-02-12,,,
GCD-21073,Rajdeep Dutta,2025-02-12,2025-02-12,,,
GCD-20993,Rajdeep Dutta,2025-02-12,2025-02-12,,,
GCD-7256,Rajdeep Dutta,2025-02-12,2025-02-12,,,2026-01-31
GCD-21016,Rajdeep Dutta,2025-02-12,2025-02-12,,,2026-01-29
GCD-21044,Rajdeep Dutta,2025-02-13,2025-02-13,,,
GCD-21019,Rajdeep Dutta,2025-02-13,2025-02-13,,,
OX16112420311802331,Rajdeep Dutta,2025-02-13,2025-02-13,,,
GCD-21039,Rajdeep Dutta,2025-02-13,2025-02-13,,,
GCD-20803,Rajdeep Dutta,2025-02-13,2025-02-13,,,2026-02-03
GCD-20929,Rajdeep Dutta,2025-02-13,2025-02-13,,,
GCD-21024,Etrisno,2025-02-13,2025-02-13,,,
GCD-21037,Rajdeep Dutta,2025-02-14,2025-02-14,,,2026-01-20
GCD-21034,Rajdeep Dutta,2025-02-14,2025-02-14,,,
GCD-11246,Etrisno,2025-02-14,2025-02-14,,,
GCD-21035,Rajdeep Dutta,2025-02-14,2025-02-14,,,
GCD-20981,Rajdeep Dutta,2025-02-15,2025-02-15,,,
GCD-3396,Rajdeep Dutta,2025-02-17,2025-02-17,,,
GCD-21046,Rajdeep Dutta,2025-02-17,2025-02-17,,,
GCD-8949,Rajdeep Dutta,2025-02-17,2025-02-17,,,
GCD-21032,Rajdeep Dutta,2025-02-17,2025-02-17,,,
GCD-21056,Rajdeep Dutta,2025-02-17,2025-02-17,,,2026-04-14
GCD-20711,Bursa OTO,2025-02-17,2025-02-17,,,2025-12-08
GCD-21050,Rajdeep Dutta,2025-02-17,2025-02-17,,,
GCD-21047,Rajdeep Dutta,2025-02-17,2025-02-17,,,2026-01-22
GCD-20867,Rajdeep Dutta,2025-02-17,2025-02-17,,,
GCD-16237,Rajdeep Dutta,2025-02-18,2025-02-18,,,
GCD-21055,Rajdeep Dutta,2025-02-18,2025-02-18,,,
GCD-21049,Rajdeep Dutta,2025-02-18,2025-02-18,,,2026-01-23
GCD-21030,Rajdeep Dutta,2025-02-18,2025-02-18,,,2026-01-26
GCD-21042,Rajdeep Dutta,2025-02-18,2025-02-18,,,
GCD-21059,Rajdeep Dutta,2025-02-18,2025-02-18,,,2026-01-31
GCD-12871,Rajdeep Dutta,2025-02-18,2025-02-18,,,
GCD-8677,Rajdeep Dutta,2025-02-18,2025-02-18,,,
GCD-21045,Rajdeep Dutta,2025-02-19,2025-02-19,,,2026-01-22
GCD-21061,Etrisno,2025-02-19,2025-02-19,,,
GCD-21064,Rajdeep Dutta,2025-02-19,2025-02-19,,,
GCD-21029,Rajdeep Dutta,2025-02-19,2025-02-19,,,
GCD-8966,Rajdeep Dutta,2025-02-19,2025-02-19,,,2026-01-28
GCD-21013,Rajdeep Dutta,2025-02-19,2025-02-19,,,
GCD-21067,Rajdeep Dutta,2025-02-19,2025-02-19,,,2026-01-30
GCD-21065,Rajdeep Dutta,2025-02-19,2025-02-19,,,
GCD-21069,Rajdeep Dutta,2025-02-19,2025-02-19,,,
GCD-6577,Rajdeep Dutta,2025-02-20,2025-02-20,,,
GCD-21072,Rajdeep Dutta,2025-02-20,2025-02-20,,,2026-03-04
GCD-21120,Rajdeep Dutta,2025-02-20,2025-02-20,,,
GCD-21010,Etrisno,2025-02-21,2025-02-21,,,
GCD-21077,Rajdeep Dutta,2025-02-21,2025-02-21,,,
GCD-21075,Rajdeep Dutta,2025-02-24,2025-02-24,,,
GCD-21058,Rajdeep Dutta,2025-02-24,2025-02-24,,2025-05-22,2026-01-22
GCD-21095,Rajdeep Dutta,2025-02-24,2025-02-24,,,2026-02-16
GCD-21060,Rajdeep Dutta,2025-02-24,2025-02-24,,,
GCD-21083,Rajdeep Dutta,2025-02-24,2025-02-24,,,
GCD-21040,Rajdeep Dutta,2025-02-24,2025-02-24,,,
GCD-8963,Rajdeep Dutta,2025-02-25,2025-02-25,,,
GCD-21085,Rajdeep Dutta,2025-02-25,2025-02-25,,,
GCD-6027,Rajdeep Dutta,2025-02-25,2025-02-25,,,
GCD-19890,Bursa OTO,2025-02-25,2025-02-25,,,2025-12-05
GCD-21051,Rajdeep Dutta,2025-02-25,2025-02-25,,,
GCD-21111,Rajdeep Dutta,2025-02-25,2025-02-25,,,
GCD-21036,Rajdeep Dutta,2025-02-25,2025-02-25,,,
GCD-21086,Rajdeep Dutta,2025-02-26,2025-02-26,,,2026-01-29
GCD-21082,Rajdeep Dutta,2025-02-26,2025-02-26,,,
GCD-21093,Rajdeep Dutta,2025-02-26,2025-02-26,,,
GCD-21079,Rajdeep Dutta,2025-02-26,2025-02-26,,,2026-01-21
GCD-21070,Rajdeep Dutta,2025-02-26,2025-02-26,,,
GCD-21129,Rajdeep Dutta,2025-02-26,2025-02-26,,,2026-01-29
GCD-13507,Rajdeep Dutta,2025-02-26,2025-02-26,,,2026-01-22
GCD-21084,Rajdeep Dutta,2025-02-26,2025-02-26,,,
GCD-25015,Rajdeep Dutta,2025-02-26,2025-02-26,,,2026-01-23
GCD-20839,Bursa OTO,2025-02-26,2025-02-26,,,2025-12-08
GCD-21152,Rajdeep Dutta,2025-02-27,2025-02-27,,,
GCD-20596,Rajdeep Dutta,2025-02-27,2025-02-27,,,
GCD-25014,Rajdeep Dutta,2025-02-27,2025-02-27,,,2026-01-31
GCD-21100,Rajdeep Dutta,2025-02-27,2025-02-27,,2025-08-05,2026-01-22
GCD-21097,Rajdeep Dutta,2025-02-27,2025-02-27,,2025-10-14,2026-01-27
GCD-21109,Rajdeep Dutta,2025-02-28,2025-02-28,,,
GCD-12042,Rajdeep Dutta,2025-02-28,2025-02-28,,2025-05-06,
GCD-25013,Rajdeep Dutta,2025-02-28,2025-02-28,,,
GCD-21102,Rajdeep Dutta,2025-02-28,2025-02-28,,,
GCD-20905,Rajdeep Dutta,2025-03-02,2025-03-02,,,
GCD-21103,Rajdeep Dutta,2025-03-03,2025-03-03,,,
GCD-21031,Bursa OTO,2025-03-03,2025-03-03,,2025-05-06,2025-12-08
GCD-21107,Rajdeep Dutta,2025-03-03,2025-03-03,,,
GCD-21110,Rajdeep Dutta,2025-03-03,2025-03-03,,,
GCD-7178,Rajdeep Dutta,2025-03-03,2025-03-03,,,
GCD-21021,Rajdeep Dutta,2025-03-03,2025-03-03,,,
GCD-21108,Rajdeep Dutta,2025-03-03,2025-03-03,,,
GCD-21114,Rajdeep Dutta,2025-03-04,2025-03-04,,,
GCD-21113,Rajdeep Dutta,2025-03-04,2025-03-04,,,
GCD-21112,Rajdeep Dutta,2025-03-04,2025-03-04,,,
OX04122422402402507,Rajdeep Dutta,2025-03-04,2025-03-04,,,
GCD-21057,Etrisno,2025-03-04,2025-03-04,,,
GCD-21118,Rajdeep Dutta,2025-03-04,2025-03-04,,,2026-01-31
GCD-16380,Rajdeep Dutta,2025-03-04,2025-03-04,,,
GCD-17984,Rajdeep Dutta,2025-03-04,2025-03-04,,,
OX12122409290002607,Rajdeep Dutta,2025-03-05,2025-03-05,,,
GCD-12302,Rajdeep Dutta,2025-03-05,2025-03-05,,,
OX18022522361203200,Rajdeep Dutta,2025-03-05,2025-03-05,,,
GCD-21146,Rajdeep Dutta,2025-03-05,2025-03-05,,,
GCD-433,Rajdeep Dutta,2025-03-05,2025-03-05,,,
GCD-20976,Etrisno,2025-03-05,2025-03-05,,,
GCD-21123,Rajdeep Dutta,2025-03-05,2025-03-05,,,
GCD-14810,Rajdeep Dutta,2025-03-05,2025-03-05,,,
GCD-7696,Rajdeep Dutta,2025-03-05,2025-03-05,,,
GCD-20126,Rajdeep Dutta,2025-03-06,2025-03-06,,,
GCD-17090,Rajdeep Dutta,2025-03-06,2025-03-06,,,2026-01-22
GCD-21124,Rajdeep Dutta,2025-03-06,2025-03-06,,,
OX09122417261002560,Rajdeep Dutta,2025-03-06,2025-03-06,,,
GCD-21131,Rajdeep Dutta,2025-03-06,2025-03-06,,,2026-01-31
GCD-21138,Rajdeep Dutta,2025-03-06,2025-03-06,,,2026-01-21
GCD-7829,Rajdeep Dutta,2025-03-06,2025-03-06,,,
OX21022510252603225,Rajdeep Dutta,2025-03-06,2025-03-06,,,
GCD-21130,Etrisno,2025-03-06,2025-03-06,,,
GCD-21136,Etrisno,2025-03-06,2025-03-06,,,
GCD-21140,Rajdeep Dutta,2025-03-07,2025-03-07,,,2026-01-27
GCD-21091,Rajdeep Dutta,2025-03-07,2025-03-07,,,
OX07122411300402533,Rajdeep Dutta,2025-03-07,2025-03-07,,,
GCD-17363,Etrisno,2025-03-07,2025-03-07,,,
GCD-21119,Rajdeep Dutta,2025-03-07,2025-03-07,,,2025-12-17
OX27022514422103283,Rajdeep Dutta,2025-03-07,2025-03-07,,,
GCD-21142,Rajdeep Dutta,2025-03-07,2025-03-07,,,2026-02-06
OX22022517325803241,Rajdeep Dutta,2025-03-07,2025-03-07,,,
GCD-21122,Rajdeep Dutta,2025-03-07,2025-03-07,,,2025-12-29
GCD-21143,Rajdeep Dutta,2025-03-07,2025-03-07,,,
GCD-21147,Etrisno,2025-03-08,2025-03-08,,,
GCD-21148,Etrisno,2025-03-08,2025-03-08,,,
GCD-21141,Rajdeep Dutta,2025-03-10,2025-03-10,,,
OX15022509563403161,Rajdeep Dutta,2025-03-10,2025-03-10,,,
GCD-25050,Rajdeep Dutta,2025-03-10,2025-03-10,,,
GCD-19271,Etrisno,2025-03-11,2025-03-11,,,
GCD-25004,Rajdeep Dutta,2025-03-11,2025-03-11,,,
GCD-25001,Rajdeep Dutta,2025-03-11,2025-03-11,,,2026-02-11
GCD-17198,Rajdeep Dutta,2025-03-11,2025-03-11,,,2026-01-31
GCD-21135,Rajdeep Dutta,2025-03-11,2025-03-11,,,
GCD-25010,Rajdeep Dutta,2025-03-11,2025-03-11,,,
GCD-5554,Rajdeep Dutta,2025-03-11,2025-03-11,,,
GCD-25002,Rajdeep Dutta,2025-03-11,2025-03-11,,,2026-02-11
GCD-12437,Rajdeep Dutta,2025-03-11,2025-03-11,,,
OX08012514022902836,Rajdeep Dutta,2025-03-12,2025-03-12,,,
OX24022521540303259,Rajdeep Dutta,2025-03-12,2025-03-12,,,
GCD-25005,Rajdeep Dutta,2025-03-12,2025-03-12,,,
GCD-21154,Rajdeep Dutta,2025-03-12,2025-03-12,,,
GCD-25006,Rajdeep Dutta,2025-03-12,2025-03-12,,,
GCD-21144,Rajdeep Dutta,2025-03-13,2025-03-13,,,2206-01-22
GCD-25028,Rajdeep Dutta,2025-03-13,2025-03-13,,,
GCD-25012,Rajdeep Dutta,2025-03-13,2025-03-13,,,
GCD-17052,Rajdeep Dutta,2025-03-13,2025-03-13,,,2026-01-26
GCD-12476,Rajdeep Dutta,2025-03-13,2025-03-13,,,
GCD-8803,Etrisno,2025-03-14,2025-03-14,,,
GCD-2409,Rajdeep Dutta,2025-03-14,2025-03-14,,,
GCD-25021,Rajdeep Dutta,2025-03-14,2025-03-14,,,
GCD-25025,Rajdeep Dutta,2025-03-15,2025-03-15,,,2026-02-01
GCD-25024,Rajdeep Dutta,2025-03-17,2025-03-17,,,2026-02-11
GCD-25022,Rajdeep Dutta,2025-03-15,2025-03-15,,,
GCD-25026,Rajdeep Dutta,2025-03-15,2025-03-15,,,
OX21022517480203233,Rajdeep Dutta,2025-03-15,2025-03-15,,,
GCD-6245,Rajdeep Dutta,2025-03-17,2025-03-17,,,
GCD-21101,Rajdeep Dutta,2025-03-17,2025-03-17,,,
GCD-25033,Rajdeep Dutta,2025-03-17,2025-03-17,,,
GCD-25009,Rajdeep Dutta,2025-03-17,2025-03-17,,,
GCD-5439,Rajdeep Dutta,2025-03-17,2025-03-17,,,2026-02-02
GCD-25178,Rajdeep Dutta,2025-03-17,2025-03-17,,,
GCD-25037,Rajdeep Dutta,2025-03-17,2025-03-17,,,
GCD-21150,Rajdeep Dutta,2025-03-18,2025-03-18,,,
GCD-25034,Rajdeep Dutta,2025-03-18,2025-03-18,,,
GCD-21128,Rajdeep Dutta,2025-03-18,2025-03-18,,,2026-01-19
GCD-25035,Rajdeep Dutta,2025-03-18,2025-03-18,,,2026-02-23
GCD-10329,Etrisno,2025-03-18,2025-03-18,,,
GCD-19272,Rajdeep Dutta,2025-03-18,2025-03-18,,,
GCD-25049,Rajdeep Dutta,2025-03-18,2025-03-18,,,
GCD-21104,Rajdeep Dutta,2025-03-18,2025-03-18,,,2026-01-23
GCD-20928,Rajdeep Dutta,2025-03-18,2025-03-18,,,2026-01-27
GCD-25017,Rajdeep Dutta,2025-03-19,2025-03-19,,,
GCD-4165,Rajdeep Dutta,2025-03-19,2025-03-19,,,
GCD-25016,Rajdeep Dutta,2025-03-19,2025-03-19,,,
GCD-25039,Rajdeep Dutta,2025-03-19,2025-03-19,,,
GCD-21151,Rajdeep Dutta,2025-03-19,2025-03-19,,,2026-02-02
GCD-25043,Rajdeep Dutta,2025-03-19,2025-03-19,,,2026-02-08
GCD-7546,Etrisno,2025-03-20,2025-03-20,,,
GCD-25044,Rajdeep Dutta,2025-03-20,2025-03-20,,,2026-01-28
GCD-21115,Etrisno,2025-03-20,2025-03-20,,,
GCD-21121,Rajdeep Dutta,2025-03-20,2025-03-20,,,2025-12-22
GCD-13232,Rajdeep Dutta,2025-03-20,2025-03-20,,,2026-01-29
GCD-25047,Rajdeep Dutta,2025-03-20,2025-03-20,,,
GCD-8249,Rajdeep Dutta,2025-03-21,2025-03-21,,,2026-01-28
GCD-25063,Rajdeep Dutta,2025-03-21,2025-03-21,,,
GCD-25053,Rajdeep Dutta,2025-03-22,2025-03-22,,,
GCD-3403,Rajdeep Dutta,2025-03-24,2025-03-24,,,
GCD-12798,Rajdeep Dutta,2025-03-25,2025-03-25,,,
GCD-25074,Rajdeep Dutta,2025-03-25,2025-03-25,,,2026-01-21
GCD-6674,Rajdeep Dutta,2025-03-25,2025-03-25,,,
GCD-25065,Rajdeep Dutta,2025-03-25,2025-03-25,,,
GCD-25048,Rajdeep Dutta,2025-03-26,2025-03-26,,,2026-02-09
GCD-25008,Rajdeep Dutta,2025-03-26,2025-03-26,,,
GCD-25088,Rajdeep Dutta,2025-03-26,2025-03-26,,,
GCD-13653,Rajdeep Dutta,2025-03-27,2025-03-27,,,2026-03-04
GCD-20467,Rajdeep Dutta,2025-03-27,2025-03-27,,,
GCD-25059,Rajdeep Dutta,2025-03-27,2025-03-27,,,
GCD-25064,Rajdeep Dutta,2025-03-28,2025-03-28,,,
GCD-25062,Rajdeep Dutta,2025-03-28,2025-03-28,,,
GCD-25056,Rajdeep Dutta,2025-03-28,2025-03-28,,,
GCD-20972,Etrisno,2025-03-28,2025-03-28,,,
GCD-25066,Rajdeep Dutta,2025-04-07,2025-04-07,,,2026-01-28
GCD-25092,Etrisno,2025-04-08,2025-04-08,,,
GCD-25067,Rajdeep Dutta,2025-04-08,2025-04-08,,2026-01-19,2026-01-22
GCD-25068,Rajdeep Dutta,2025-04-08,2025-04-08,,,
GCD-25069,Rajdeep Dutta,2025-04-08,2025-04-08,,,
GCD-9375,Rajdeep Dutta,2025-04-08,2025-04-08,,,
GCD-25071,Rajdeep Dutta,2025-04-09,2025-04-09,,,
OX17022515375103174,Rajdeep Dutta,2025-04-09,2025-04-09,,,
GCD-25114,Rajdeep Dutta,2025-04-09,2025-04-09,,,2026-02-12
GCD-25090,Rajdeep Dutta,2025-04-09,2025-04-09,,,
GCD-25077,Rajdeep Dutta,2025-04-10,2025-04-10,,,
GCD-25072,Rajdeep Dutta,2025-04-10,2025-04-10,,,
GCD-25079,Rajdeep Dutta,2025-04-10,2025-04-10,,,
GCD-21127,Rajdeep Dutta,2025-04-10,2025-04-10,,2026-02-23,2026-02-05
GCD-25098,Rajdeep Dutta,2025-04-10,2025-04-10,,,
GCD-25080,Rajdeep Dutta,2025-04-10,2025-04-10,,,2026-01-14
GCD-4306,Rajdeep Dutta,2025-04-10,2025-04-10,,,
GCD-25085,Rajdeep Dutta,2025-04-10,2025-04-10,,,
GCD-18618,Rajdeep Dutta,2025-04-11,2025-04-11,,,
GCD-25093,Rajdeep Dutta,2025-04-11,2025-04-11,,,
GCD-25150,Rajdeep Dutta,2025-04-11,2025-04-11,,,
GCD-5548,Rajdeep Dutta,2025-04-12,2025-04-12,,,
GCD-21133,Rajdeep Dutta,2025-04-12,2025-04-12,,,
GCD-25081,Rajdeep Dutta,2025-04-14,2025-04-14,,,
GCD-25087,Rajdeep Dutta,2025-04-14,2025-04-14,,,
OX14032513235703379,Rajdeep Dutta,2025-04-14,2025-04-14,,,
GCD-25104,Rajdeep Dutta,2025-04-15,2025-04-15,,,
GCD-25070,Rajdeep Dutta,2025-04-15,2025-04-15,,,
GCD-25143,Rajdeep Dutta,2025-04-15,2025-04-15,,,2026-02-18
GCD-13292,Rajdeep Dutta,2025-04-15,2025-04-15,,,
GCD-25084,Rajdeep Dutta,2025-04-16,2025-04-16,,,
GCD-25094,Rajdeep Dutta,2025-04-16,2025-04-16,,,
GCD-25095,Rajdeep Dutta,2025-04-16,2025-04-16,,,
GCD-25073,Rajdeep Dutta,2025-04-16,2025-04-16,,,
GCD-2867,Rajdeep Dutta,2025-04-16,2025-04-16,,,
GCD-3424,Rajdeep Dutta,2025-04-16,2025-04-16,,,2025-12-17
GCD-25097,Rajdeep Dutta,2025-04-16,2025-04-16,,,
GCD-25132,Rajdeep Dutta,2025-04-17,2025-04-17,,,
GCD-25083,Rajdeep Dutta,2025-04-17,2025-04-17,,,
GCD-25100,Rajdeep Dutta,2025-04-17,2025-04-17,,,
OX05022515244203086,Rajdeep Dutta,2025-04-17,2025-04-17,,,
GCD-25128,Rajdeep Dutta,2025-04-17,2025-04-17,,,
GCD-25101,Rajdeep Dutta,2025-04-21,2025-04-21,,,
GCD-25162,Rajdeep Dutta,2025-04-21,2025-04-21,,,2026-01-31
GCD-25055,Etrisno,2025-04-21,2025-04-21,,,
GCD-25110,Etrisno,2025-04-22,2025-04-22,,,
GCD-25119,Rajdeep Dutta,2025-04-22,2025-04-22,,,
GCD-25112,Rajdeep Dutta,2025-04-22,2025-04-22,,,
GCD-25054,Rajdeep Dutta,2025-04-23,2025-04-23,,,
GCD-20894,Rajdeep Dutta,2025-04-23,2025-04-23,,,
GCD-25118,Rajdeep Dutta,2025-04-23,2025-04-23,,,
OX15042519582103500,Rajdeep Dutta,2025-04-24,2025-04-24,,,
GCD-20725,Etrisno,2025-04-24,2025-04-24,,,
GCD-25078,Etrisno,2025-04-24,2025-04-24,,,
GCD-25129,Rajdeep Dutta,2025-04-24,2025-04-24,,,
GCD-25091,Rajdeep Dutta,2025-04-25,2025-04-25,,,
GCD-25130,Rajdeep Dutta,2025-04-25,2025-04-25,,,
GCD-5872,Rajdeep Dutta,2025-04-25,2025-04-25,,,
GCD-17599,Rajdeep Dutta,2025-04-25,2025-04-25,,,
GCD-25124,Rajdeep Dutta,2025-04-26,2025-04-26,,,
GCD-25127,Rajdeep Dutta,2025-04-28,2025-04-28,,,
GCD-3724,Rajdeep Dutta,2025-04-29,2025-04-29,,,
GCD-25135,Rajdeep Dutta,2025-04-29,2025-04-29,,,
GCD-25134,Rajdeep Dutta,2025-04-29,2025-04-29,,,
GCD-16004,Rajdeep Dutta,2025-04-29,2025-04-29,,,
GCD-25136,Rajdeep Dutta,2025-04-30,2025-04-30,,,
GCD-25139,Rajdeep Dutta,2025-05-02,2025-05-02,,,
GCD-5638,Rajdeep Dutta,2025-05-02,2025-05-02,,,2026-04-09
GCD-25141,Rajdeep Dutta,2025-05-02,2025-05-02,,,
GCD-25138,Rajdeep Dutta,2025-05-02,2025-05-02,,,
GCD-20045,Rajdeep Dutta,2025-05-02,2025-05-02,,,2026-01-07
GCD-25121,Rajdeep Dutta,2025-05-03,2025-05-03,,,
GCD-25146,Rajdeep Dutta,2025-05-03,2025-05-03,,,
GCD-25148,Etrisno,2025-05-03,2025-05-03,,,
GCD-25142,Rajdeep Dutta,2025-05-03,2025-05-03,,,
GCD-25177,Rajdeep Dutta,2025-05-05,2025-05-05,,,2026-01-30
GCD-25076,Etrisno,2025-05-05,2025-05-05,,,
GCD-25102,Rajdeep Dutta,2025-05-05,2025-05-05,,,
GCD-25147,Etrisno,2025-05-06,2025-05-06,,,
GCD-25122,Rajdeep Dutta,2025-05-06,2025-05-06,,,
GCD-25152,Rajdeep Dutta,2025-05-06,2025-05-06,,,
GCD-25325,Rajdeep Dutta,2025-05-06,2025-05-06,,,
GCD-25158,Rajdeep Dutta,2025-05-06,2025-05-06,,,
GCD-25155,Rajdeep Dutta,2025-05-07,2025-05-07,,,2026-01-28
OX21032505115703435,Rajdeep Dutta,2025-05-07,2025-05-07,,,
GCD-25161,Rajdeep Dutta,2025-05-08,2025-05-08,,,
GCD-25126,Rajdeep Dutta,2025-05-08,2025-05-08,,,
GCD-25163,Rajdeep Dutta,2025-05-09,2025-05-09,,,
GCD-25165,Rajdeep Dutta,2025-05-09,2025-05-09,,,
GCD-25156,Rajdeep Dutta,2025-05-09,2025-05-09,,,
GCD-25207,Rajdeep Dutta,2025-05-10,2025-05-10,,,2026-02-03
GCD-25166,Rajdeep Dutta,2025-05-13,2025-05-13,,,
GCD-20914,Rajdeep Dutta,2025-05-14,2025-05-14,,,
GCD-25169,Rajdeep Dutta,2025-05-14,2025-05-14,,,
GCD-25167,Rajdeep Dutta,2025-05-14,2025-05-14,,,2026-01-31
GCD-25164,Rajdeep Dutta,2025-05-14,2025-05-14,,,2026-01-23
GCD-25181,Rajdeep Dutta,2025-05-15,2025-05-15,,,
GCD-25174,Rajdeep Dutta,2025-05-16,2025-05-16,,,
GCD-25175,Rajdeep Dutta,2025-05-16,2025-05-16,,,
GCD-25185,Rajdeep Dutta,2025-05-20,2025-05-20,,,
GCD-25183,Rajdeep Dutta,2025-05-21,2025-05-21,,,
OX18032514200803409,Rajdeep Dutta,2025-05-21,2025-05-21,,,
GCD-25182,Rajdeep Dutta,2025-05-21,2025-05-21,,,2026-01-21
GCD-25144,Rajdeep Dutta,2025-05-21,2025-05-21,,,
GCD-12511,Rajdeep Dutta,2025-05-21,2025-05-21,,,
GCD-25096,Rajdeep Dutta,2025-05-21,2025-05-21,,,2026-01-29
GCD-25173,Rajdeep Dutta,2025-05-15,2025-05-15,,,2026-02-01
GCD-25168,Rajdeep Dutta,2025-05-22,2025-05-22,,,
GCD-25186,Rajdeep Dutta,2025-05-22,2025-05-22,,,
GCD-25125,Rajdeep Dutta,2025-05-24,2025-05-24,,,
GCD-25107,Rajdeep Dutta,2025-05-24,2025-05-24,,,2026-02-01
GCD-2818,Rajdeep Dutta,2025-05-24,2025-05-24,,,
GCD-25205,Rajdeep Dutta,2025-05-26,2025-05-26,,,
GCD-25195,Rajdeep Dutta,2025-05-27,2025-05-27,,,
GCD-25196,Rajdeep Dutta,2025-05-27,2025-05-27,,,
GCD-25218,Rajdeep Dutta,2025-05-30,2025-05-30,,,
GCD-3159,Rajdeep Dutta,2025-05-30,2025-05-30,,,
GCD-20352,Bursa OTO,2025-06-02,2025-06-02,,,
GCD-25204,Rajdeep Dutta,2025-06-02,2025-06-02,,,
GCD-25210,Rajdeep Dutta,2025-06-03,2025-06-03,,,
GCD-25211,Rajdeep Dutta,2025-06-05,2025-06-05,,,
GCD-25217,Rajdeep Dutta,2025-06-08,2025-06-08,,,
OX30042511252403575,Rajdeep Dutta,2025-06-09,2025-06-09,,,
GCD-25189,Rajdeep Dutta,2025-06-09,2025-06-09,,,
GCD-25197,Rajdeep Dutta,2025-06-09,2025-06-09,,,
GCD-25221,Rajdeep Dutta,2025-06-09,2025-06-09,,,
GCD-25145,Rajdeep Dutta,2025-06-10,2025-06-10,,,
GCD-25212,Rajdeep Dutta,2025-06-09,2025-06-09,,,
GCD-25219,Rajdeep Dutta,2025-06-09,2025-06-09,,,2026-01-28
GCD-16354,Rajdeep Dutta,2025-06-10,2025-06-10,,,
GCD-25208,Rajdeep Dutta,2025-06-10,2025-06-10,,,
GCD-3749,Rajdeep Dutta,2025-06-10,2025-06-10,,,
GCD-25198,Etrisno,2025-06-11,2025-06-11,,,
GCD-25329,Rajdeep Dutta,2025-06-12,2025-06-12,,,
GCD-25228,Rajdeep Dutta,2025-06-12,2025-06-12,,,
GCD-25213,Rajdeep Dutta,2025-06-12,2025-06-12,,,
GCD-25253,Rajdeep Dutta,2025-06-17,2025-06-17,,,2025-12-22
GCD-25238,Rajdeep Dutta,2025-06-17,2025-06-17,,,
GCD-25105,Rajdeep Dutta,2025-06-17,2025-06-17,,,
GCD-25241,Rajdeep Dutta,2025-06-17,2025-06-17,,,
GCD-25215,Rajdeep Dutta,2025-06-17,2025-06-17,,,
GCD-25193,Rajdeep Dutta,2025-06-17,2025-06-17,,,
GCD-25244,Rajdeep Dutta,2025-06-19,2025-06-19,,,
GCD-5146,Etrisno,2025-06-20,2025-06-20,,,
GCD-25248,Rajdeep Dutta,2025-06-23,2025-06-23,,,
GCD-25259,Rajdeep Dutta,2025-06-23,2025-06-23,,,2026-01-27
GCD-8585,Rajdeep Dutta,2025-06-23,2025-06-23,,,
GCD-25237,Rajdeep Dutta,2025-06-23,2025-06-23,,,
GCD-25246,Rajdeep Dutta,2025-06-23,2025-06-23,,,2026-01-28
GCD-25242,Rajdeep Dutta,2025-06-23,2025-06-23,,,
GCD-25251,Rajdeep Dutta,2025-06-24,2025-06-24,,,
GCD-4371,Rajdeep Dutta,2025-06-24,2025-06-24,,,
GCD-25254,Rajdeep Dutta,2025-06-25,2025-06-25,,,
GCD-25301,Rajdeep Dutta,2025-06-26,2025-06-26,,,
GCD-25260,Rajdeep Dutta,2025-06-26,2025-06-26,,,
GCD-25255,Rajdeep Dutta,2025-06-26,2025-06-26,,,
GCD-25270,Rajdeep Dutta,2025-06-26,2025-06-26,,,
GCD-25243,Rajdeep Dutta,2025-06-26,2025-06-26,,,
GCD-14213,Rajdeep Dutta,2025-06-26,2025-06-26,,,
GCD-25306,Rajdeep Dutta,2025-06-30,2025-06-30,,,2026-04-07
GCD-25287,Rajdeep Dutta,2025-07-02,2025-07-02,,,2026-01-26
GCD-25269,Rajdeep Dutta,2025-07-02,2025-07-02,,,
GCD-25264,Rajdeep Dutta,2025-07-03,2025-07-03,,,
GCD-25271,Rajdeep Dutta,2025-07-03,2025-07-03,,,
GCD-25233,Rajdeep Dutta,2025-07-03,2025-07-03,,,
GCD-25247,Rajdeep Dutta,2025-07-04,2025-07-04,,,2026-03-10
GCD-20189,Rajdeep Dutta,2025-07-05,2025-07-05,,,
GCD-25265,Rajdeep Dutta,2025-07-05,2025-07-05,,,
GCD-16301,Rajdeep Dutta,2025-07-07,2025-07-07,,,2026-03-12
